Callsign,AircraftType,Registration,Origin,Destination,CrusingAltitude,ScheduleTimeDeparture,ScheduleTimeArrival,SpotArrival,SpotDeparture,DepartureRunway,ArrivalRunway,Airline,Route
PAL487,A320,P8614,RKSI,RPVK,25000,2012-05-13 21:40:00,,,114,,,PAL,RKSI_PULUN
THA692,B777,HSTJS,RKSI,KLAX,25000,2012-05-13 16:52:00,,,125,,,THA,RKSI_PULUN
THA693,B777,HSTJU,RKSI,VTBS,25000,2012-05-13 19:52:00,,,124,,,THA,RKSI_PULUN
KAL705,B747,HL7460,RKSI,RJAA,25000,2012-05-13 18:41:00,,,21,,,KAL,RKSI_PULUN
KAL751,B744,HL7472,RKSI,RJGG,25000,2012-05-13 18:54:00,,,35,,,KAL,RKSI_PULUN
KAL757,B747,HL7460,RKSI,RJGG,25000,2012-05-13 10:35:00,,,19,,,KAL,RKSI_PULUN
KAL719,A330,HL8212,RKSI,RJTT,25000,2012-05-13 20:52:00,,,27,,,KAL,RKSI_PULUN
CSN686,A321,B6306,RKSI,ZYTL,25000,2012-05-13 11:49:00,,,106,,,CSN,RKSI_PULUN
CSN676,A321,B2284,RKSI,ZYTL,25000,2012-05-13 23:04:00,,,106,,,CSN,RKSI_PULUN
CES218,A320,B6558,RKSI,ZSYN,25000,2012-05-13 14:19:00,,,118,,,CES,RKSI_PULUN
CCA172,B737,B2580,RKSI,ZBTJ,25000,2012-05-13 13:17:00,,,103,,,CCA,RKSI_PULUN
CCA140,A319,B6022,RKSI,ZSHC,25000,2012-05-13 13:04:00,,,101,,,CCA,RKSI_PULUN
AAR8599,A330,HL7795,RKSI,RKPC,25000,2012-05-13 19:06:00,,,50,,,AAR,RKSI_PULUN
AAR8531,A320,HL7737,RKSI,RKPK,25000,2012-05-13 07:28:00,,,2,,,AAR,RKSI_PULUN
KAL833,B738,HL8244,RKSI,ZYTX,25000,2012-05-13 14:49:00,,,11,,,KAL,RKSI_PULUN
MDA7399,E190,B16825,RKSI,RCMQ,25000,2012-05-13 11:48:00,,,105,,,MDA,RKSI_PULUN
CAL161,B744,B18207,RKSI,RCTP,25000,2012-05-13 12:30:00,,,126,,,CAL,RKSI_PULUN
KAL603,A333,HL7550,RKSI,VHHH,25000,2012-05-13 08:18:00,,,27,,,KAL,RKSI_PULUN
KAL623,B773,HL7534,RKSI,RPLL,25000,2012-05-13 19:26:00,,,23,,,KAL,RKSI_PULUN
KAL631,A333,HL7525,RKSI,RPVM,25000,2012-05-13 20:07:00,,,21,,,KAL,RKSI_PULUN
KAL671,B772,HL8218,RKSI,WMKK,25000,2012-05-13 16:34:00,,,14,,,KAL,RKSI_PULUN
KAL677,B738,HL8241,RKSI,PTRO,25000,2012-05-13 20:49:00,,,11,,,KAL,RKSI_PULUN
KAL955,A332,HL7539,RKSI,LTBA,25000,2012-05-13 14:10:00,,,26,,,KAL,RKSI_PULUN
APJ10,A320,JA802P,RKSI,RJBB,25000,2012-05-13 21:04:00,,,105,,,APJ,RKSI_PULUN
KAL141F,B747,HL7492,RKSI,RKPK,25000,2012-05-13 18:20:00,,,223,,,KAL,RKSI_PULUN
